#assembly	accession	start	stop	name	query	e-value	score	bias
GCF_900114195.1	NZ_FOSF01000024.1	25999	27543	lcl|ORF5_NZ_FOSF01000024.1:25999:27543	TIGR01865.1	0.023	10.2	0.4
GCF_900114325.1	NZ_FOSR01000005.1	160780	160178	lcl|ORF337_NZ_FOSR01000005.1:160780:160178	TIGR01865.1	0.00096	16.0	0.0
GCF_900114355.1	NZ_FOSS01000001.1	260203	260910	lcl|ORF398_NZ_FOSS01000001.1:260203:260910	TIGR01865.1	0.0031	14.4	0.0
GCF_900114825.1	NZ_FOUI01000001.1	121207	122895	lcl|ORF136_NZ_FOUI01000001.1:121207:122895	TIGR01865.1	0.0011	15.3	0.0
GCF_900114985.1	NZ_FOUW01000006.1	320117	319284	lcl|ORF325_NZ_FOUW01000006.1:320117:319284	TIGR01865.1	0.024	11.4	0.0
GCF_900115285.1	NZ_FOYW01000001.1	736307	734625	lcl|ORF3481_NZ_FOYW01000001.1:736307:734625	TIGR01865.1	0.012	12.1	0.0
GCF_900115525.1	NZ_FOWU01000006.1	9951	10784	lcl|ORF1_NZ_FOWU01000006.1:9951:10784	TIGR01865.1	0.024	11.4	0.0
GCF_900115535.1	NZ_FOWT01000003.1	94841	92421	lcl|ORF683_NZ_FOWT01000003.1:94841:92421	TIGR01865.1	0.049	10.8	0.0
GCF_900115555.1	NZ_FOWX01000004.1	220936	219239	lcl|ORF146_NZ_FOWX01000004.1:220936:219239	TIGR01865.1	0.015	12.3	0.0
GCF_900115555.1	NZ_FOWX01000014.1	132460	133428	lcl|ORF60_NZ_FOWX01000014.1:132460:133428	TIGR03031.1	0.055	10.4	0.0
GCF_900115655.1	NZ_FOXF01000004.1	120693	121706	lcl|ORF12_NZ_FOXF01000004.1:120693:121706	TIGR01865.1	8.9e-08	27.9	0.0
GCF_900115655.1	NZ_FOXF01000052.1	10309	14565	lcl|ORF4_NZ_FOXF01000052.1:10309:14565	TIGR03031.1	1.4e-118	394.3	22.9
GCF_900115705.1	NZ_FOXL01000009.1	35253	34444	lcl|ORF224_NZ_FOXL01000009.1:35253:34444	TIGR01865.1	0.018	11.7	0.0
GCF_900115705.1	NZ_FOXL01000009.1	153808	152546	lcl|ORF153_NZ_FOXL01000009.1:153808:152546	TIGR01865.1	7.5	3.0	9.6
GCF_900116025.1	NZ_FWEU01000001.1	361248	360583	lcl|ORF1604_NZ_FWEU01000001.1:361248:360583	TIGR01865.1	0.0015	15.6	0.0
GCF_900116055.1	NZ_FOZO01000001.1	9493	7061	lcl|ORF940_NZ_FOZO01000001.1:9493:7061	TIGR01865.1	0.18	9.0	0.0
GCF_900116265.1	NZ_FOZU01000080.1	2147	2737	lcl|ORF1_NZ_FOZU01000080.1:2147:2737	TIGR01865.1	5.9e-08	29.0	0.6
GCF_900116265.1	NZ_FOZU01000028.1	8314	8841	lcl|ORF13_NZ_FOZU01000028.1:8314:8841	TIGR01865.1	3.7e-06	23.1	0.7
GCF_900116265.1	NZ_FOZU01000083.1	204	1229	lcl|ORF1_NZ_FOZU01000083.1:204:1229	TIGR01865.1	2.5e-05	20.3	1.0
GCF_900116345.1	NZ_FPAH01000002.1	41110	42120	lcl|ORF20_NZ_FPAH01000002.1:41110:42120	TIGR01865.1	1.8e-14	50.1	0.5
GCF_900116345.1	NZ_FPAH01000050.1	8539	8856	lcl|ORF6_NZ_FPAH01000050.1:8539:8856	TIGR01865.1	0.026	10.0	0.0
GCF_900116405.1	NZ_FPAQ01000004.1	20773	19406	lcl|ORF170_NZ_FPAQ01000004.1:20773:19406	TIGR01865.1	0.0056	13.3	0.8
GCF_900116435.1	NZ_FPAZ01000002.1	132220	133314	lcl|ORF75_NZ_FPAZ01000002.1:132220:133314	TIGR01865.1	7.4e-08	28.9	0.8
GCF_900116435.1	NZ_FPAZ01000013.1	114551	115222	lcl|ORF64_NZ_FPAZ01000013.1:114551:115222	TIGR01865.1	4.2e-07	26.4	1.1
GCF_900116605.1	NZ_FPBC01000008.1	84087	85115	lcl|ORF23_NZ_FPBC01000008.1:84087:85115	TIGR03031.1	0.0053	13.4	0.1
GCF_900119205.1	NZ_FPIX01000016.1	67541	66735	lcl|ORF147_NZ_FPIX01000016.1:67541:66735	TIGR01865.1	0.004	14.5	0.0
GCF_900119235.1	NZ_FPIS01000002.1	434155	433547	lcl|ORF1426_NZ_FPIS01000002.1:434155:433547	TIGR01865.1	8.7e-05	19.4	0.0
GCF_900119425.1	NZ_FPKC01000018.1	41963	42757	lcl|ORF52_NZ_FPKC01000018.1:41963:42757	TIGR01865.1	4.3e-05	20.9	0.0
GCF_900119425.1	NZ_FPKC01000001.1	591653	591976	lcl|ORF559_NZ_FPKC01000001.1:591653:591976	TIGR01865.1	4.9	4.2	6.2
GCF_900119465.1	NZ_FPKE01000007.1	320443	319610	lcl|ORF324_NZ_FPKE01000007.1:320443:319610	TIGR01865.1	0.024	11.4	0.0
GCF_900119645.1	NZ_FPKK01000016.1	43087	43881	lcl|ORF32_NZ_FPKK01000016.1:43087:43881	TIGR01865.1	4.3e-05	20.9	0.0
GCF_900119645.1	NZ_FPKK01000001.1	323594	323271	lcl|ORF966_NZ_FPKK01000001.1:323594:323271	TIGR01865.1	4.9	4.2	6.2
GCF_900119765.1	NZ_LT632614.1	172101	176219	lcl|ORF27_NZ_LT632614.1:172101:176219	TIGR03031.1	0	1158.5	30.0
GCF_900119925.1	NZ_FRDT01000035.1	75096	76820	lcl|ORF16_NZ_FRDT01000035.1:75096:76820	TIGR01865.1	0.0036	13.6	0.1
GCF_900119985.1	NZ_FPLE01000039.1	100737	102461	lcl|ORF19_NZ_FPLE01000039.1:100737:102461	TIGR01865.1	0.0034	13.6	0.2
GCF_900120015.1	NZ_FPLF01000043.1	20347	22071	lcl|ORF7_NZ_FPLF01000043.1:20347:22071	TIGR01865.1	0.0035	13.6	0.2
GCF_900120025.1	NZ_FRDW01000028.1	45418	47142	lcl|ORF28_NZ_FRDW01000028.1:45418:47142	TIGR01865.1	0.0037	13.6	0.1
GCF_900120035.1	NZ_FPLD01000036.1	93057	94781	lcl|ORF18_NZ_FPLD01000036.1:93057:94781	TIGR01865.1	0.0037	13.6	0.1
GCF_900120065.1	NZ_FPLG01000037.1	41180	42904	lcl|ORF32_NZ_FPLG01000037.1:41180:42904	TIGR01865.1	0.0036	13.6	0.1
GCF_900120075.1	NZ_FPLJ01000031.1	45417	47141	lcl|ORF7_NZ_FPLJ01000031.1:45417:47141	TIGR01865.1	0.0037	13.6	0.1
GCF_900120105.1	NZ_FRDQ01000039.1	93055	94779	lcl|ORF49_NZ_FRDQ01000039.1:93055:94779	TIGR01865.1	0.0036	13.6	0.1
GCF_900120115.1	NZ_FRDS01000044.1	93056	94780	lcl|ORF83_NZ_FRDS01000044.1:93056:94780	TIGR01865.1	0.0036	13.6	0.1
GCF_900120145.1	NZ_FRDV01000050.1	156782	158506	lcl|ORF93_NZ_FRDV01000050.1:156782:158506	TIGR01865.1	0.0036	13.6	0.1
GCF_900120175.1	NZ_FQLF01000002.1	829019	828384	lcl|ORF1239_NZ_FQLF01000002.1:829019:828384	TIGR01865.1	1.4e-05	21.6	0.5
GCF_900120285.1	NZ_FRDR01000054.1	41163	42887	lcl|ORF8_NZ_FRDR01000054.1:41163:42887	TIGR01865.1	0.0035	13.6	0.1
GCF_900120305.1	NZ_FRDU01000042.1	41172	42896	lcl|ORF9_NZ_FRDU01000042.1:41172:42896	TIGR01865.1	0.0036	13.6	0.1
GCF_900128865.1	NZ_FSQX01000001.1	137215	138585	lcl|ORF615_NZ_FSQX01000001.1:137215:138585	TIGR01865.1	0.0015	14.8	0.0
GCF_900128865.1	NZ_FSQX01000001.1	2080821	2082191	lcl|ORF336_NZ_FSQX01000001.1:2080821:2082191	TIGR01865.1	0.0044	13.2	0.0
GCF_900129095.1	NZ_FQVA01000001.1	1768944	1768372	lcl|ORF2051_NZ_FQVA01000001.1:1768944:1768372	TIGR01865.1	0.0064	13.0	0.0
GCF_900129185.1	NZ_FQUH01000001.1	523129	523980	lcl|ORF172_NZ_FQUH01000001.1:523129:523980	TIGR03031.1	0.031	10.3	0.0
GCF_900129205.1	NZ_FQUK01000080.1	87	1790	lcl|ORF1_NZ_FQUK01000080.1:87:1790	TIGR01865.1	4.3e-82	274.5	0.0
GCF_900129205.1	NZ_FQUK01000003.1	13308	13973	lcl|ORF2_NZ_FQUK01000003.1:13308:13973	TIGR01865.1	5.4e-05	19.4	0.0
GCF_900129255.1	NZ_FSQY01000001.1	2393025	2394395	lcl|ORF394_NZ_FSQY01000001.1:2393025:2394395	TIGR01865.1	0.0015	14.8	0.0
GCF_900129255.1	NZ_FSQY01000001.1	651439	652809	lcl|ORF713_NZ_FSQY01000001.1:651439:652809	TIGR01865.1	0.0045	13.2	0.0
GCF_900129565.1	NZ_FQWD01000003.1	114776	115384	lcl|ORF217_NZ_FQWD01000003.1:114776:115384	TIGR01865.1	7.1e-06	22.6	0.0
GCF_900129695.1	NZ_FQWN01000021.1	27981	28541	lcl|ORF5_NZ_FQWN01000021.1:27981:28541	TIGR01865.1	0.00017	17.1	0.0
GCF_900129825.1	NZ_FQWZ01000002.1	606647	606093	lcl|ORF445_NZ_FQWZ01000002.1:606647:606093	TIGR01865.1	0.00024	17.8	0.0
GCF_900129825.1	NZ_FQWZ01000003.1	78888	78466	lcl|ORF547_NZ_FQWZ01000003.1:78888:78466	TIGR01865.1	0.38	7.2	3.4
GCF_900129905.1	NZ_FQXG01000004.1	88116	88829	lcl|ORF18_NZ_FQXG01000004.1:88116:88829	TIGR01865.1	0.056	10.1	0.0
GCF_900129905.1	NZ_FQXG01000005.1	221160	222887	lcl|ORF49_NZ_FQXG01000005.1:221160:222887	TIGR01865.1	0.063	10.0	0.0
GCF_900141965.1	NZ_FSRF01000001.1	1343602	1343174	lcl|ORF2197_NZ_FSRF01000001.1:1343602:1343174	TIGR01865.1	0.0039	13.2	0.1
GCF_900141965.1	NZ_FSRF01000001.1	1368829	1367090	lcl|ORF2195_NZ_FSRF01000001.1:1368829:1367090	TIGR01865.1	0.011	11.7	0.4
GCF_900142045.1	NZ_FQZJ01000001.1	794361	795728	lcl|ORF94_NZ_FQZJ01000001.1:794361:795728	TIGR01865.1	0.0079	11.6	0.2
GCF_900142825.1	NZ_FRCH01000001.1	926777	927376	lcl|ORF1279_NZ_FRCH01000001.1:926777:927376	TIGR01865.1	1.4e-05	22.2	0.0
GCF_900142865.1	NZ_FSRR01000001.1	2287609	2286239	lcl|ORF3321_NZ_FSRR01000001.1:2287609:2286239	TIGR01865.1	0.0015	14.8	0.0
GCF_900142865.1	NZ_FSRR01000001.1	344003	342633	lcl|ORF3029_NZ_FSRR01000001.1:344003:342633	TIGR01865.1	0.0045	13.2	0.0
GCF_900142895.1	NZ_LT670847.1	2571897	2572367	lcl|ORF495_NZ_LT670847.1:2571897:2572367	TIGR01865.1	1e-06	25.1	0.1
GCF_900144365.1	NZ_FRHQ01000093.1	34147	34731	lcl|ORF19_NZ_FRHQ01000093.1:34147:34731	TIGR01865.1	0.0016	16.0	0.0
GCF_900144395.1	NZ_FRHV01000093.1	24050	23466	lcl|ORF91_NZ_FRHV01000093.1:24050:23466	TIGR01865.1	0.0016	16.0	0.0
GCF_900144405.1	NZ_FRHY01000127.1	34179	34763	lcl|ORF9_NZ_FRHY01000127.1:34179:34763	TIGR01865.1	0.0016	16.0	0.0
GCF_900144415.1	NZ_FRHZ01000062.1	34211	34795	lcl|ORF34_NZ_FRHZ01000062.1:34211:34795	TIGR01865.1	0.0016	16.0	0.0
GCF_900144425.1	NZ_FRHT01000063.1	34251	34835	lcl|ORF9_NZ_FRHT01000063.1:34251:34835	TIGR01865.1	0.0016	16.0	0.0
GCF_900144435.1	NZ_FRHW01000111.1	34069	34653	lcl|ORF19_NZ_FRHW01000111.1:34069:34653	TIGR01865.1	0.0016	16.0	0.0
GCF_900144445.1	NZ_FRHU01000093.1	24050	23466	lcl|ORF66_NZ_FRHU01000093.1:24050:23466	TIGR01865.1	0.0016	16.0	0.0
GCF_900144455.1	NZ_FRHX01000094.1	34428	35012	lcl|ORF9_NZ_FRHX01000094.1:34428:35012	TIGR01865.1	0.0016	16.0	0.0
GCF_900144465.1	NZ_FRIB01000047.1	34134	34718	lcl|ORF9_NZ_FRIB01000047.1:34134:34718	TIGR01865.1	0.0016	16.0	0.0
GCF_900144475.1	NZ_FRIC01000022.1	24392	23808	lcl|ORF81_NZ_FRIC01000022.1:24392:23808	TIGR01865.1	0.0016	16.0	0.0
GCF_900144485.1	NZ_FRID01000042.1	34432	35016	lcl|ORF19_NZ_FRID01000042.1:34432:35016	TIGR01865.1	0.0016	16.0	0.0
GCF_900144495.1	NZ_FRIE01000116.1	18700	19284	lcl|ORF10_NZ_FRIE01000116.1:18700:19284	TIGR01865.1	0.0016	16.0	0.0
GCF_900144505.1	NZ_FRIA01000076.1	24041	23457	lcl|ORF66_NZ_FRIA01000076.1:24041:23457	TIGR01865.1	0.0016	16.0	0.0
GCF_900144515.1	NZ_FRIF01000132.1	24625	24041	lcl|ORF60_NZ_FRIF01000132.1:24625:24041	TIGR01865.1	0.0016	16.0	0.0
GCF_900144765.1	NZ_FRJF01000316.1	46206	47249	lcl|ORF17_NZ_FRJF01000316.1:46206:47249	TIGR01865.1	1.3	6.2	3.4
GCF_900144775.1	NZ_FRJE01000200.1	77778	78821	lcl|ORF23_NZ_FRJE01000200.1:77778:78821	TIGR01865.1	1.3	6.2	3.4
GCF_900144815.1	NZ_FRJW01000880.1	35289	34246	lcl|ORF56_NZ_FRJW01000880.1:35289:34246	TIGR01865.1	1.3	6.2	3.4
GCF_900144865.1	NZ_FRJV01000170.1	26703	25660	lcl|ORF33_NZ_FRJV01000170.1:26703:25660	TIGR01865.1	1.3	6.2	3.4
GCF_900144905.1	NZ_FRJH01000123.1	77778	78821	lcl|ORF23_NZ_FRJH01000123.1:77778:78821	TIGR01865.1	1.3	6.2	3.4
GCF_900145075.1	NZ_FRKB01000084.1	115179	115910	lcl|ORF26_NZ_FRKB01000084.1:115179:115910	TIGR01865.1	0.035	11.4	0.0
GCF_900145135.1	NZ_FRKQ01000095.1	91	600	lcl|ORF18_NZ_FRKQ01000095.1:91:600	TIGR01865.1	0.036	11.4	0.0
GCF_900145355.1	NZ_FRLK01000018.1	106985	107569	lcl|ORF88_NZ_FRLK01000018.1:106985:107569	TIGR01865.1	0.0015	16.0	0.0
GCF_900145365.1	NZ_FRLP01000139.1	22891	22307	lcl|ORF56_NZ_FRLP01000139.1:22891:22307	TIGR01865.1	0.0015	16.0	0.0
GCF_900145375.1	NZ_FRLL01000036.1	90825	91409	lcl|ORF18_NZ_FRLL01000036.1:90825:91409	TIGR01865.1	0.0015	16.0	0.0
GCF_900146525.1	NZ_FRPY01000091.1	3228	3974	lcl|ORF1_NZ_FRPY01000091.1:3228:3974	TIGR01865.1	0.0091	13.5	0.0
GCF_900146675.1	NZ_FRQN01000052.1	12046	12567	lcl|ORF26_NZ_FRQN01000052.1:12046:12567	TIGR01865.1	0.034	11.6	0.0
GCF_900147215.1	NZ_FRSR01000046.1	12137	12604	lcl|ORF10_NZ_FRSR01000046.1:12137:12604	TIGR01865.1	0.98	6.6	2.5
GCF_900147445.1	NZ_FRTK01000201.1	455	0	lcl|ORF21_NZ_FRTK01000201.1:455:0	TIGR01865.1	0.93	6.7	2.5
GCF_900147495.1	NZ_FRTS01000247.1	88362	87319	lcl|ORF187_NZ_FRTS01000247.1:88362:87319	TIGR01865.1	1.3	6.2	3.4
GCF_900147555.1	NZ_FRTT01000172.1	88360	87317	lcl|ORF195_NZ_FRTT01000172.1:88360:87317	TIGR01865.1	1.3	6.2	3.4
GCF_900147625.1	NZ_FRUE01000102.1	79685	78642	lcl|ORF132_NZ_FRUE01000102.1:79685:78642	TIGR01865.1	1.3	6.2	3.4
GCF_900147745.1	NZ_FRUP01000114.1	77774	78817	lcl|ORF104_NZ_FRUP01000114.1:77774:78817	TIGR01865.1	1.3	6.2	3.4
GCF_900147995.1	NZ_FRVS01000235.1	88532	87489	lcl|ORF140_NZ_FRVS01000235.1:88532:87489	TIGR01865.1	1.3	6.2	3.4
GCF_900148245.1	NZ_FRWP01000189.1	9833	10417	lcl|ORF6_NZ_FRWP01000189.1:9833:10417	TIGR01865.1	0.0016	16.0	0.0
GCF_900148255.1	NZ_FRWY01000721.1	6612	6028	lcl|ORF10_NZ_FRWY01000721.1:6612:6028	TIGR01865.1	0.0015	16.0	0.0
GCF_900148285.1	NZ_FRWM01000077.1	64081	63038	lcl|ORF337_NZ_FRWM01000077.1:64081:63038	TIGR01865.1	1.3	6.2	3.4
GCF_900148295.1	NZ_FRWR01000016.1	100263	101306	lcl|ORF26_NZ_FRWR01000016.1:100263:101306	TIGR01865.1	1.3	6.2	3.4
GCF_900148305.1	NZ_FRWU01000008.1	24657	24073	lcl|ORF88_NZ_FRWU01000008.1:24657:24073	TIGR01865.1	0.0016	16.0	0.0
GCF_900148315.1	NZ_FRWV01000018.1	90271	89687	lcl|ORF235_NZ_FRWV01000018.1:90271:89687	TIGR01865.1	0.0016	16.0	0.0
GCF_900148325.1	NZ_FRWT01000069.1	18701	19285	lcl|ORF23_NZ_FRWT01000069.1:18701:19285	TIGR01865.1	0.0016	16.0	0.0
GCF_900149295.1	NZ_FSSB01000014.1	85332	86183	lcl|ORF15_NZ_FSSB01000014.1:85332:86183	TIGR03031.1	0.0095	12.2	0.0
GCF_900155385.1	NZ_LT699746.1	106404	105028	lcl|ORF140_NZ_LT699746.1:106404:105028	TIGR01865.1	0.00028	17.0	0.1
GCF_900155385.1	NZ_LT699744.1	784300	785676	lcl|ORF328_NZ_LT699744.1:784300:785676	TIGR01865.1	0.00099	15.2	0.0
GCF_900155385.1	NZ_LT699745.1	1830919	1829381	lcl|ORF1451_NZ_LT699745.1:1830919:1829381	TIGR01865.1	0.0058	12.7	0.0
GCF_900155385.1	NZ_LT699745.1	130704	131858	lcl|ORF13_NZ_LT699745.1:130704:131858	TIGR01865.1	0.02	10.9	0.0
GCF_900155475.1	NZ_FXAM01000001.1	148819	148229	lcl|ORF4331_NZ_FXAM01000001.1:148819:148229	TIGR01865.1	0.0015	15.7	0.0
GCF_900155935.1	NZ_FTLW01000001.1	366846	366190	lcl|ORF543_NZ_FTLW01000001.1:366846:366190	TIGR01865.1	0.00041	16.5	0.0
GCF_900155975.1	NZ_FTME01000003.1	367312	368373	lcl|ORF219_NZ_FTME01000003.1:367312:368373	TIGR01865.1	0.0019	15.1	0.0
GCF_900156085.1	NZ_FTMU01000003.1	86931	88004	lcl|ORF14_NZ_FTMU01000003.1:86931:88004	TIGR01865.1	0.0016	15.2	0.0
GCF_900156225.1	NZ_FTPK01000002.1	127758	127129	lcl|ORF599_NZ_FTPK01000002.1:127758:127129	TIGR01865.1	0.00034	15.9	0.0
GCF_900156235.1	NZ_LT707063.1	5117375	5116920	lcl|ORF6513_NZ_LT707063.1:5117375:5116920	TIGR01865.1	0.023	11.8	0.1
GCF_900156235.1	NZ_LT707063.1	1376151	1375783	lcl|ORF6044_NZ_LT707063.1:1376151:1375783	TIGR01865.1	0.24	8.4	1.8
GCF_900156325.1	NZ_FTNG01000003.1	367249	368310	lcl|ORF219_NZ_FTNG01000003.1:367249:368310	TIGR01865.1	0.0019	15.1	0.0
GCF_900156675.1	NZ_FTOH01000007.1	184585	186267	lcl|ORF86_NZ_FTOH01000007.1:184585:186267	TIGR01865.1	0.00028	17.0	0.0
GCF_900162815.1	NZ_FUGD01000116.1	7749	6676	lcl|ORF24_NZ_FUGD01000116.1:7749:6676	TIGR01865.1	0.00014	17.4	0.1
GCF_900163875.1	NZ_FUKV01000058.1	8217	6679	lcl|ORF26_NZ_FUKV01000058.1:8217:6679	TIGR01865.1	4.9e-06	22.7	0.6
GCF_900163875.1	NZ_FUKV01000131.1	103757	102711	lcl|ORF51_NZ_FUKV01000131.1:103757:102711	TIGR01865.1	0.0042	13.0	0.2
GCF_900163915.1	NZ_FULF01000004.1	131985	132836	lcl|ORF26_NZ_FULF01000004.1:131985:132836	TIGR03031.1	0.027	10.3	0.0
GCF_900163965.1	NZ_FULE01000049.1	1407	328	lcl|ORF37_NZ_FULE01000049.1:1407:328	TIGR01865.1	2.4e-05	20.6	0.1
GCF_900166965.1	NZ_FUZI01000003.1	288542	287871	lcl|ORF274_NZ_FUZI01000003.1:288542:287871	TIGR01865.1	0.015	11.3	0.5
GCF_900167045.1	NZ_FUXJ01000010.1	16949	15159	lcl|ORF62_NZ_FUXJ01000010.1:16949:15159	TIGR01865.1	0.014	11.1	0.1
GCF_900167055.1	NZ_FUXP01000001.1	817153	818202	lcl|ORF456_NZ_FUXP01000001.1:817153:818202	TIGR01865.1	0.0014	15.1	0.0
GCF_900167155.1	NZ_FUXU01000004.1	4918	5325	lcl|ORF24_NZ_FUXU01000004.1:4918:5325	TIGR01865.1	0.012	12.0	0.0
GCF_900167255.1	NZ_FUYB01000001.1	169372	168782	lcl|ORF196_NZ_FUYB01000001.1:169372:168782	TIGR01865.1	0.0011	15.1	0.0
GCF_900167995.1	NZ_FUYT01000016.1	70467	71177	lcl|ORF15_NZ_FUYT01000016.1:70467:71177	TIGR01865.1	0.00019	18.5	0.0
GCF_900167995.1	NZ_FUYT01000013.1	38116	39279	lcl|ORF44_NZ_FUYT01000013.1:38116:39279	TIGR01865.1	2.8	4.6	4.9
GCF_900171975.1	NZ_FWGF01000001.1	1063504	1062656	lcl|ORF815_NZ_FWGF01000001.1:1063504:1062656	TIGR01865.1	0.00075	16.4	1.1
GCF_900172565.1	NZ_FWIP01000008.1	35213	34866	lcl|ORF198_NZ_FWIP01000008.1:35213:34866	TIGR01865.1	0.00012	19.1	0.0
GCF_900172665.1	NZ_FWIW01000009.1	9030	8377	lcl|ORF217_NZ_FWIW01000009.1:9030:8377	TIGR01865.1	0.0003	17.8	0.1
GCF_900172805.1	NZ_FWJH01000003.1	43526	42549	lcl|ORF335_NZ_FWJH01000003.1:43526:42549	TIGR01865.1	0.012	12.6	0.0
GCF_900172825.1	NZ_FWJK01000002.1	383967	384944	lcl|ORF79_NZ_FWJK01000002.1:383967:384944	TIGR01865.1	0.011	12.6	0.0
GCF_900172835.1	NZ_FWJJ01000004.1	67336	66359	lcl|ORF412_NZ_FWJJ01000004.1:67336:66359	TIGR01865.1	0.012	12.6	0.0
GCF_900172855.1	NZ_FWJN01000003.1	43526	42549	lcl|ORF336_NZ_FWJN01000003.1:43526:42549	TIGR01865.1	0.012	12.6	0.0
GCF_900172865.1	NZ_FWJV01000001.1	43526	42549	lcl|ORF889_NZ_FWJV01000001.1:43526:42549	TIGR01865.1	0.012	12.6	0.0
GCF_900172915.1	NZ_FWJM01000002.1	384406	385383	lcl|ORF143_NZ_FWJM01000002.1:384406:385383	TIGR01865.1	0.012	12.6	0.0
GCF_900172945.1	NZ_FWJX01000004.1	43528	42551	lcl|ORF438_NZ_FWJX01000004.1:43528:42551	TIGR01865.1	0.011	12.6	0.0
GCF_900173395.1	NZ_FWLQ01000005.1	231502	230669	lcl|ORF236_NZ_FWLQ01000005.1:231502:230669	TIGR01865.1	0.023	11.5	0.0
GCF_900173405.1	NZ_FWLT01000006.1	231526	230693	lcl|ORF182_NZ_FWLT01000006.1:231526:230693	TIGR01865.1	0.023	11.5	0.0
GCF_900173425.1	NZ_FWLR01000005.1	231516	230683	lcl|ORF236_NZ_FWLR01000005.1:231516:230683	TIGR01865.1	0.023	11.5	0.0
GCF_900173435.1	NZ_FWLS01000006.1	231502	230669	lcl|ORF236_NZ_FWLS01000006.1:231502:230669	TIGR01865.1	0.023	11.5	0.0
GCF_900173445.1	NZ_FWLY01000006.1	231512	230679	lcl|ORF236_NZ_FWLY01000006.1:231512:230679	TIGR01865.1	0.023	11.5	0.0
GCF_900173455.1	NZ_FWLX01000005.1	231514	230681	lcl|ORF236_NZ_FWLX01000005.1:231514:230681	TIGR01865.1	0.023	11.5	0.0
GCF_900173465.1	NZ_FWLU01000006.1	231502	230669	lcl|ORF302_NZ_FWLU01000006.1:231502:230669	TIGR01865.1	0.023	11.5	0.0
GCF_900173475.1	NZ_FWLV01000006.1	231533	230700	lcl|ORF236_NZ_FWLV01000006.1:231533:230700	TIGR01865.1	0.023	11.5	0.0
GCF_900173815.1	NZ_FWNG01000002.1	110450	109761	lcl|ORF1525_NZ_FWNG01000002.1:110450:109761	TIGR01865.1	0.00047	17.0	0.1
GCF_900173845.1	NZ_FWNJ01000003.1	110473	109784	lcl|ORF818_NZ_FWNJ01000003.1:110473:109784	TIGR01865.1	0.00047	17.0	0.1
GCF_900173855.1	NZ_FWNH01000003.1	110474	109785	lcl|ORF530_NZ_FWNH01000003.1:110474:109785	TIGR01865.1	0.00047	17.0	0.1
GCF_900173865.1	NZ_FWNF01000003.1	110455	109766	lcl|ORF667_NZ_FWNF01000003.1:110455:109766	TIGR01865.1	0.00047	17.0	0.1
GCF_900173875.1	NZ_FWNK01000004.1	110427	109738	lcl|ORF817_NZ_FWNK01000004.1:110427:109738	TIGR01865.1	0.00047	17.0	0.1
GCF_900173975.1	NZ_FWNT01000005.1	60608	61441	lcl|ORF131_NZ_FWNT01000005.1:60608:61441	TIGR01865.1	0.023	11.5	0.0
GCF_900174195.1	NZ_FWOT01000004.1	60475	61308	lcl|ORF64_NZ_FWOT01000004.1:60475:61308	TIGR01865.1	0.023	11.5	0.0
GCF_900174325.1	NZ_FWOU01000003.1	110451	109762	lcl|ORF817_NZ_FWOU01000003.1:110451:109762	TIGR01865.1	0.00047	17.0	0.1
GCF_900174585.1	NZ_FWPT01000007.1	284996	283647	lcl|ORF196_NZ_FWPT01000007.1:284996:283647	TIGR01865.1	0.0095	12.6	0.0
GCF_900174585.1	NZ_FWPT01000003.1	309337	305069	lcl|ORF467_NZ_FWPT01000003.1:309337:305069	TIGR03031.1	4.9e-137	456.7	0.4
GCF_900177315.1	NZ_FWZV01000010.1	45136	42704	lcl|ORF366_NZ_FWZV01000010.1:45136:42704	TIGR01865.1	0.19	9.0	0.0
GCF_900177435.1	NZ_FXAI01000001.1	108392	108967	lcl|ORF288_NZ_FXAI01000001.1:108392:108967	TIGR01865.1	0.00027	17.3	0.0
GCF_900177445.1	NZ_LT840187.1	2617894	2616881	lcl|ORF2861_NZ_LT840187.1:2617894:2616881	TIGR01865.1	0.0024	14.5	0.0
GCF_900177525.1	NZ_FXAD01000025.1	63959	64507	lcl|ORF51_NZ_FXAD01000025.1:63959:64507	TIGR03031.1	0.075	10.1	0.1
GCF_900182625.1	NZ_FXTF01000006.1	148698	149312	lcl|ORF30_NZ_FXTF01000006.1:148698:149312	TIGR01865.1	0.00012	18.6	0.0
GCF_900183395.1	NZ_FXUU01000003.1	50556	52268	lcl|ORF15_NZ_FXUU01000003.1:50556:52268	TIGR01865.1	0.02	11.2	0.3
GCF_900183395.1	NZ_FXUU01000002.1	674697	673780	lcl|ORF1148_NZ_FXUU01000002.1:674697:673780	TIGR03031.1	0.016	11.5	0.0
GCF_900183975.1	NZ_LT853882.1	2944682	2945338	lcl|ORF2716_NZ_LT853882.1:2944682:2945338	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900183985.1	NZ_LT853880.1	1429923	1429267	lcl|ORF3721_NZ_LT853880.1:1429923:1429267	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900183995.1	NZ_LT853885.1	1334883	1334227	lcl|ORF3802_NZ_LT853885.1:1334883:1334227	TIGR01865.1	1.6e-05	21.9	0.0
GCF_900185625.1	NZ_FYAJ01000002.1	260338	261459	lcl|ORF147_NZ_FYAJ01000002.1:260338:261459	TIGR01865.1	0.00043	16.4	0.0
